,Gender.F,Zone.1,Zone.2,Zone.3,Zone.4,Zone.5,Zone.6,Class.1,Class.2,Class.3,Class.4,Class.5,Class.6,BonusClass.1,BonusClass.2,BonusClass.3,BonusClass.4,BonusClass.5,BonusClass.6,OwnersAge,VehiculeAge,Duration,NumberClaims,ClaimFrequency
47448,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.460526315789474,0.161616161616162,3.4712330000000002,0,0.0
16622,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.197368421052632,0.12121212121212101,1.709589,0,0.0
41948,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.434210526315789,0.18181818181818202,0.386301,0,0.0
15555,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18421052631578896,0.0707070707070707,0.00274,0,0.0
18026,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.21052631578947398,0.494949494949495,0.627397,0,0.0
54556,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.526315789473684,0.15151515151515196,0.50137,0,0.0
58387,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5657894736842111,0.0707070707070707,1.00274,0,0.0
26124,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.328947368421053,0.141414141414141,1.0,0,0.0
1011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0394736842105263,0.101010101010101,0.25205500000000003,0,0.0
36926,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.39473684210526294,0.141414141414141,5.147945,0,0.0
6855,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11842105263157901,0.111111111111111,0.060274,0,0.0
33057,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.368421052631579,0.131313131313131,0.183562,0,0.0
9245,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.131578947368421,0.111111111111111,0.528767,0,0.0
63762,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7105263157894741,0.131313131313131,0.419178,0,0.0
18013,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21052631578947398,0.202020202020202,1.465753,0,0.0
15824,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.197368421052632,0.0909090909090909,0.44931499999999996,0,0.0
2735,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0789473684210526,0.0707070707070707,1.260274,0,0.0
14132,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.171052631578947,0.0202020202020202,0.46849300000000005,0,0.0
26285,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.328947368421053,0.0101010101010101,0.46849300000000005,0,0.0
35098,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.381578947368421,0.15151515151515196,1.8027400000000002,0,0.0
26118,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.328947368421053,0.12121212121212101,0.446575,0,0.0
61185,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.618421052631579,0.3737373737373739,0.180822,0,0.0
59872,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.592105263157895,0.313131313131313,0.49863,0,0.0
37729,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.39473684210526294,0.0707070707070707,0.021918,0,0.0
30345,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.35526315789473706,0.12121212121212101,0.00274,0,0.0
38882,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.40789473684210503,0.0505050505050505,0.9205479999999999,0,0.0
6620,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.11842105263157901,0.0707070707070707,0.06575299999999999,0,0.0
63597,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6973684210526321,0.131313131313131,0.50137,0,0.0
13960,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.171052631578947,0.25252525252525304,0.00274,0,0.0
40571,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.421052631578947,0.25252525252525304,0.153425,0,0.0
18794,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.223684210526316,0.141414141414141,0.753425,0,0.0
2751,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0789473684210526,0.0606060606060606,0.41643800000000003,0,0.0
59269,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.578947368421053,0.484848484848485,1.0,0,0.0
22520,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.27631578947368396,0.15151515151515196,1.432877,0,0.0
29007,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.34210526315789497,0.161616161616162,1.575342,0,0.0
19150,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.223684210526316,0.15151515151515196,0.961644,0,0.0
49744,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.4868421052631579,0.0808080808080808,0.947945,0,0.0
41712,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.421052631578947,0.141414141414141,0.49863,0,0.0
2756,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0789473684210526,0.101010101010101,0.43287700000000007,0,0.0
4671,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0921052631578947,0.141414141414141,0.435616,0,0.0
62148,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6447368421052629,0.0101010101010101,0.49863,0,0.0
41998,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.434210526315789,0.0,0.419178,0,0.0
1112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0394736842105263,0.101010101010101,1.0,0,0.0
29697,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35526315789473706,0.111111111111111,0.745205,0,0.0
33426,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.368421052631579,0.15151515151515196,0.8904110000000001,0,0.0
59800,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.592105263157895,0.0505050505050505,0.49588999999999994,0,0.0
1638,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.0404040404040404,0.7972600000000001,0,0.0
35278,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.381578947368421,0.29292929292929304,0.457534,0,0.0
830,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0263157894736842,0.101010101010101,0.5041100000000001,0,0.0
47124,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.460526315789474,0.0707070707070707,1.0,0,0.0
59159,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.578947368421053,0.0303030303030303,0.6739729999999999,0,0.0
55842,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.539473684210526,0.383838383838384,1.0,0,0.0
15317,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18421052631578896,0.0202020202020202,2.405479,0,0.0
42941,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.434210526315789,0.0404040404040404,0.947945,0,0.0
6930,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11842105263157901,0.161616161616162,1.0,0,0.0
35687,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.381578947368421,0.0303030303030303,0.9013700000000001,0,0.0
31999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.368421052631579,0.404040404040404,0.747945,0,0.0
41781,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.421052631578947,0.0808080808080808,1.0,0,0.0
40053,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.421052631578947,0.0101010101010101,0.983562,0,0.0
48465,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47368421052631604,0.0101010101010101,1.1232879999999998,0,0.0
55431,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.526315789473684,0.17171717171717202,0.684932,0,0.0
16434,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.197368421052632,0.161616161616162,0.471233,0,0.0
64495,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.907894736842105,0.0808080808080808,0.5671229999999999,0,0.0
32573,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.368421052631579,0.0,0.405479,0,0.0
15534,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18421052631578896,0.0,0.317808,0,0.0
27691,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.34210526315789497,0.161616161616162,0.950685,0,0.0
3362,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0789473684210526,0.0303030303030303,0.0054789999999999995,0,0.0
14804,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.18421052631578896,0.161616161616162,0.978082,0,0.0
15041,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.18421052631578896,0.0303030303030303,1.0,0,0.0
40463,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.421052631578947,0.15151515151515196,0.49588999999999994,0,0.0
4375,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0921052631578947,0.0202020202020202,2.252055,0,0.0
25897,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.315789473684211,0.0101010101010101,1.432877,0,0.0
6475,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.11842105263157901,0.111111111111111,0.668493,0,0.0
61625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.631578947368421,0.131313131313131,0.5041100000000001,0,0.0
61156,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.618421052631579,0.12121212121212101,0.9369860000000001,0,0.0
17725,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.21052631578947398,0.505050505050505,0.00274,0,0.0
55235,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.526315789473684,0.161616161616162,3.0,0,0.0
11358,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.157894736842105,0.101010101010101,0.232877,0,0.0
15798,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.197368421052632,0.0202020202020202,0.39726,0,0.0
38901,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.40789473684210503,0.12121212121212101,0.441096,0,0.0
49609,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4868421052631579,0.0606060606060606,0.471233,0,0.0
19002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.223684210526316,0.0505050505050505,1.432877,0,0.0
55535,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.526315789473684,0.141414141414141,0.00274,0,0.0
23659,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.289473684210526,0.141414141414141,1.553425,0,0.0
18544,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.223684210526316,0.282828282828283,0.457534,0,0.0
36349,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.39473684210526294,0.24242424242424201,1.0,0,0.0
54729,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.526315789473684,0.15151515151515196,0.25205500000000003,0,0.0
1817,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.15151515151515196,0.441096,0,0.0
50947,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4868421052631579,0.17171717171717202,8.378082000000001,0,0.0
52592,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.0606060606060606,6.808219,0,0.0
58511,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5657894736842111,0.18181818181818202,3.0,0,0.0
26207,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.328947368421053,0.161616161616162,2.805479,0,0.0
374,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0131578947368421,0.111111111111111,0.50137,0,0.0
23962,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.302631578947368,0.0202020202020202,0.964384,0,0.0
29098,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.34210526315789497,0.101010101010101,0.99726,0,0.0
41289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.421052631578947,0.15151515151515196,2.679452,0,0.0
1690,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0526315789473684,0.0202020202020202,0.12328800000000001,0,0.0
28658,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.34210526315789497,0.17171717171717202,0.49863,0,0.0
4184,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0921052631578947,0.131313131313131,0.4,0,0.0
33079,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.368421052631579,0.17171717171717202,1.7698630000000002,0,0.0
45388,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.447368421052632,0.15151515151515196,1.9726029999999999,0,0.0
46148,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.460526315789474,0.505050505050505,0.00274,0,0.0
3811,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0921052631578947,0.12121212121212101,0.145205,0,0.0
47304,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.460526315789474,0.141414141414141,6.1068489999999995,0,0.0
28048,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.34210526315789497,0.18181818181818202,0.967123,0,0.0
32120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.368421052631579,0.0707070707070707,1.50411,0,0.0
40684,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.421052631578947,0.191919191919192,0.99726,0,0.0
1395,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.111111111111111,0.29589,0,0.0
49722,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4868421052631579,0.0808080808080808,1.0,0,0.0
23519,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.289473684210526,0.41414141414141403,1.0,0,0.0
9762,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.144736842105263,0.161616161616162,0.49863,0,0.0
62413,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6447368421052629,0.17171717171717202,1.0,0,0.0
41649,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.421052631578947,0.131313131313131,0.361644,0,0.0
53658,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.513157894736842,0.0404040404040404,0.49863,0,0.0
41184,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.421052631578947,0.25252525252525304,0.49863,0,0.0
52403,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0.131313131313131,2.6684930000000002,0,0.0
30724,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.35526315789473706,0.12121212121212101,0.668493,0,0.0
10575,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.144736842105263,0.0505050505050505,0.31506799999999996,0,0.0
24961,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.315789473684211,0.161616161616162,0.989041,0,0.0
34312,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.381578947368421,0.0404040404040404,0.8684930000000001,0,0.0
32312,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.368421052631579,0.12121212121212101,1.539726,0,0.0
33142,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.368421052631579,0.0404040404040404,0.024658000000000003,0,0.0
6870,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.11842105263157901,0.0303030303030303,0.241096,0,0.0
35197,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.381578947368421,0.0808080808080808,0.15068499999999999,0,0.0
2546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0789473684210526,0.0505050505050505,0.564384,0,0.0
2797,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0789473684210526,0.111111111111111,1.0,0,0.0
22192,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.27631578947368396,0.0,0.134247,0,0.0
5157,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.10526315789473699,0.0707070707070707,0.545205,0,0.0
24110,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.302631578947368,0.0808080808080808,0.00274,0,0.0
34344,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.381578947368421,0.141414141414141,1.386301,0,0.0
12650,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.157894736842105,0.0808080808080808,0.750685,0,0.0
50331,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4868421052631579,0.0505050505050505,0.50137,0,0.0
46176,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.460526315789474,0.0202020202020202,1.0,0,0.0
61032,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.618421052631579,0.18181818181818202,0.9397260000000001,0,0.0
21043,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.0909090909090909,1.0,0,0.0
58389,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5657894736842111,0.0808080808080808,0.008219,0,0.0
34294,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.381578947368421,0.0101010101010101,1.534247,0,0.0
63538,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6973684210526321,0.0606060606060606,0.49863,0,0.0
7812,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.11842105263157901,0.15151515151515196,0.945205,0,0.0
43076,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.434210526315789,0.25252525252525304,0.276712,0,0.0
34678,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.381578947368421,0.212121212121212,0.49863,0,0.0
54639,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.526315789473684,0.0303030303030303,0.49863,0,0.0
54777,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.526315789473684,0.15151515151515196,0.961644,0,0.0
3212,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0789473684210526,0.212121212121212,0.15068499999999999,0,0.0
4855,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.10526315789473699,0.0707070707070707,0.090411,0,0.0
30088,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.35526315789473706,0.12121212121212101,0.9698629999999999,0,0.0
48410,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.47368421052631604,0.323232323232323,0.564384,0,0.0
47065,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.460526315789474,0.18181818181818202,1.457534,0,0.0
7639,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.11842105263157901,0.0202020202020202,0.5041100000000001,0,0.0
57750,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5526315789473679,0.34343434343434304,1.50137,0,0.0
33401,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.368421052631579,0.15151515151515196,11.88767,2,0.168241547754943
21860,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.263157894736842,0.131313131313131,1.0,0,0.0
8647,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.131578947368421,0.15151515151515196,0.961644,0,0.0
5737,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.10526315789473699,0.0606060606060606,1.657534,0,0.0
49852,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.4868421052631579,0.7070707070707071,1.0,0,0.0
50529,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4868421052631579,0.131313131313131,0.50137,0,0.0
11644,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.157894736842105,0.0808080808080808,0.046575,0,0.0
45957,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.460526315789474,0.0909090909090909,0.668493,0,0.0
14316,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.18421052631578896,0.141414141414141,0.260274,0,0.0
47434,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.460526315789474,0.141414141414141,2.712329,0,0.0
42232,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.434210526315789,0.0909090909090909,0.893151,0,0.0
95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0707070707070707,0.4,0,0.0
40123,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.421052631578947,0.0303030303030303,0.49863,0,0.0
20707,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.212121212121212,0.241096,0,0.0
45220,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.447368421052632,0.0808080808080808,1.0,0,0.0
21371,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.263157894736842,0.0404040404040404,0.44383599999999995,0,0.0
25067,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.315789473684211,0.0303030303030303,1.421918,0,0.0
42853,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.434210526315789,0.212121212121212,0.99726,0,0.0
14163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.171052631578947,0.0202020202020202,0.00274,0,0.0
12546,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.157894736842105,0.17171717171717202,0.6575340000000001,0,0.0
36638,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.39473684210526294,0.41414141414141403,1.0,0,0.0
3963,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0921052631578947,0.0101010101010101,0.35068499999999997,0,0.0
9443,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.131578947368421,0.12121212121212101,1.147945,0,0.0
55638,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.539473684210526,0.0606060606060606,0.331507,0,0.0
46376,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.460526315789474,0.15151515151515196,0.50137,0,0.0
39542,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.40789473684210503,0.15151515151515196,11.249319999999999,0,0.0
43875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.434210526315789,0.141414141414141,1.427397,0,0.0
50722,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.4868421052631579,0.0,0.29589,0,0.0
8398,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.131578947368421,0.0303030303030303,0.986301,0,0.0
12064,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.157894736842105,0.0606060606060606,0.279452,0,0.0
3935,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0921052631578947,0.0808080808080808,0.191781,0,0.0
49168,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.47368421052631604,0.141414141414141,1.463014,0,0.0
21897,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.263157894736842,0.25252525252525304,1.221918,0,0.0
63492,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6973684210526321,0.17171717171717202,1.0,0,0.0
38350,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.40789473684210503,0.0909090909090909,0.00274,0,0.0
39336,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.40789473684210503,0.313131313131313,0.435616,0,0.0
55735,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.539473684210526,0.0,0.520548,0,0.0
6234,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.10526315789473699,0.131313131313131,0.145205,0,0.0
59724,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.592105263157895,0.141414141414141,0.473973,0,0.0
30587,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.35526315789473706,0.131313131313131,0.50137,0,0.0
53289,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.513157894736842,0.0808080808080808,1.49589,0,0.0
3717,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0921052631578947,0.0606060606060606,0.931507,0,0.0
62434,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6447368421052629,0.12121212121212101,0.49863,0,0.0
53969,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.513157894736842,0.0202020202020202,3.3315069999999998,0,0.0
37575,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.39473684210526294,0.0202020202020202,1.1698629999999999,0,0.0
47485,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.460526315789474,0.0101010101010101,4.210959,0,0.0
20244,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.0101010101010101,0.9232879999999999,0,0.0
42490,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.434210526315789,0.0404040404040404,0.857534,0,0.0
